capas,neuronas,iteraciones,eta,error_train,desv_train,error_test,desv_test
1,6,5000,0,0,1,0.264893,0.129033,0.265124,0.128485
1,6,5000,0.1,0,1,0.000436829,5.14837e-05,0.000518524,4.48242e-05
1,6,5000,0.2,0,1,0.000384788,4.46319e-05,0.000479375,7.2814e-05
1,6,5000,0.3,0,1,0.00035288,2.07695e-05,0.000436326,3.75089e-05
1,6,5000,0.4,0,1,0.000334984,1.54172e-05,0.000413484,2.75948e-05
1,6,5000,0.5,0,1,0.000339586,1.92223e-05,0.000413553,2.60065e-05
1,6,5000,0.6,0,1,0.00034404,3.51052e-05,0.000413976,4.71321e-05
1,6,5000,0.7,0,1,0.000351005,1.88821e-05,0.000427262,3.32632e-05
1,6,5000,0.8,0,1,0.000354903,1.93974e-05,0.000435124,2.80653e-05
1,6,5000,0,0.05,1,0.273726,0.128278,0.265124,0.128485
1,6,5000,0.1,0.05,1,0.0112456,0.00112451,0.0160385,0.000903306
1,6,5000,0.2,0.05,1,0.0112283,0.00108004,0.0161803,0.000745211
1,6,5000,0.3,0.05,1,0.0112107,0.000979801,0.0164047,0.000790609
1,6,5000,0.4,0.05,1,0.0113309,0.000981912,0.0165657,0.000966003
1,6,5000,0.5,0.05,1,0.0112242,0.000944626,0.0165671,0.00104983
1,6,5000,0.6,0.05,1,0.0109844,0.00137642,0.0170927,0.00242258
1,6,5000,0.7,0.05,1,0.0109992,0.00141405,0.0182439,0.00455235
1,6,5000,0.8,0.05,1,0.0113487,0.00102843,0.0164922,0.00104713
1,6,5000,0,0.1,1,0.279287,0.128369,0.265124,0.128485
1,6,5000,0.1,0.1,1,0.0104757,0.00111252,0.0161395,0.000471153
1,6,5000,0.2,0.1,1,0.0104202,0.00109819,0.0162162,0.000512193
1,6,5000,0.3,0.1,1,0.0102468,0.000971339,0.0164382,0.000637768
1,6,5000,0.4,0.1,1,0.0102236,0.000924524,0.0166535,0.000749136
1,6,5000,0.5,0.1,1,0.0102656,0.00105073,0.0167285,0.000871482
1,6,5000,0.6,0.1,1,0.0101008,0.00141543,0.0173443,0.00206589
1,6,5000,0.7,0.1,1,0.0103283,0.00114946,0.0168897,0.000917161
1,6,5000,0.8,0.1,1,0.0102278,0.00100422,0.0168334,0.000682381
1,6,5000,0,0.15,1,0.285138,0.127967,0.265124,0.128485
1,6,5000,0.1,0.15,1,0.00904653,0.00190934,0.0174947,0.00107333
1,6,5000,0.2,0.15,1,0.00900257,0.00196957,0.0175509,0.00107903
1,6,5000,0.3,0.15,1,0.00902124,0.00194396,0.0175479,0.00108779
1,6,5000,0.4,0.15,1,0.00905537,0.00195858,0.0174038,0.00113186
1,6,5000,0.5,0.15,1,0.00901173,0.00190442,0.0174138,0.00116276
1,6,5000,0.6,0.15,1,0.00896326,0.00189101,0.0174499,0.00117134
1,6,5000,0.7,0.15,1,0.00902791,0.00208699,0.0174509,0.00120776
1,6,5000,0.8,0.15,1,0.00902564,0.00213783,0.0174954,0.00120857
1,7,5000,0,0,1,0.245284,0.264433,0.245928,0.264095
1,7,5000,0.1,0,1,0.000396494,4.58884e-05,0.000489151,4.35643e-05
1,7,5000,0.2,0,1,0.000335463,2.93411e-05,0.000433627,3.74882e-05
1,7,5000,0.3,0,1,0.000303668,1.48328e-05,0.000397809,1.35621e-05
1,7,5000,0.4,0,1,0.000291882,9.96015e-06,0.000388526,1.2681e-05
1,7,5000,0.5,0,1,0.000288309,2.28762e-05,0.000386588,2.64698e-05
1,7,5000,0.6,0,1,0.000283202,2.74223e-06,0.000364185,2.11454e-05
1,7,5000,0.7,0,1,0.000283327,8.46055e-06,0.000358644,2.05493e-05
1,7,5000,0.8,0,1,0.000286423,1.45818e-05,0.00035287,2.78826e-05
1,7,5000,0,0.05,1,0.249314,0.267138,0.245928,0.264095
1,7,5000,0.1,0.05,1,0.0110951,0.001202,0.015849,0.00116354
1,7,5000,0.2,0.05,1,0.0111076,0.00127844,0.0159768,0.00125911
1,7,5000,0.3,0.05,1,0.0111028,0.00126608,0.0160916,0.00125888
1,7,5000,0.4,0.05,1,0.011106,0.0012905,0.0160329,0.00127731
1,7,5000,0.5,0.05,1,0.0110494,0.00136655,0.0158441,0.00138058
1,7,5000,0.6,0.05,1,0.0108099,0.00131469,0.0162327,0.00133769
1,7,5000,0.7,0.05,1,0.010949,0.00130014,0.0162398,0.00119347
1,7,5000,0.8,0.05,1,0.0107934,0.00115146,0.0168826,0.00167387
1,7,5000,0,0.1,1,0.254436,0.269971,0.245928,0.264095
1,7,5000,0.1,0.1,1,0.0103718,0.000950322,0.0163665,0.000688535
1,7,5000,0.2,0.1,1,0.0103907,0.000899445,0.0163567,0.000628796
1,7,5000,0.3,0.1,1,0.0103665,0.000903211,0.0164096,0.000642633
1,7,5000,0.4,0.1,1,0.0103557,0.000902315,0.0164855,0.000668846
1,7,5000,0.5,0.1,1,0.0103711,0.000923513,0.0164377,0.000610461
1,7,5000,0.6,0.1,1,0.0104106,0.000887779,0.0164243,0.000585549
1,7,5000,0.7,0.1,1,0.0102694,0.00100091,0.0166585,0.0008777
1,7,5000,0.8,0.1,1,0.0102986,0.00102969,0.0167369,0.000942729
1,7,5000,0,0.15,1,0.25831,0.272148,0.245928,0.264095
1,7,5000,0.1,0.15,1,0.00913633,0.00130908,0.0167361,0.000742905
1,7,5000,0.2,0.15,1,0.00906397,0.00129811,0.0169351,0.000797108
1,7,5000,0.3,0.15,1,0.00905713,0.0013851,0.0171286,0.000884413
1,7,5000,0.4,0.15,1,0.00904523,0.00132913,0.0171998,0.000797398
1,7,5000,0.5,0.15,1,0.00907313,0.00129672,0.0171521,0.000791652
1,7,5000,0.6,0.15,1,0.00908984,0.00130985,0.0171515,0.000870091
1,7,5000,0.7,0.15,1,0.00907688,0.00130157,0.0170747,0.00109488
